patch_url,download_link,mission_name,description
https://www.nasa.gov/image-detail/amf-s83-28355/,https://images-assets.nasa.gov/image/S83-28355/S83-28355~large.jpg?w=1920&h=1811&fit=clip&crop=faces%2Cfocalpoint,STS-7 CREW LOGO/INSIGNIA,"S83-28355 (March 1983) --- The space shuttle Challenger, making its second flight into space on STS-7, is featured in the art for the insignia for that NASA flight. The remote manipulator arm is positioned such that, the number 7 is formed.  Likewise, seven stars are visible against the black sky. Within the sun?s center are representations for the five crew members, including, for the first time in NASA?s space program, a woman ? Dr. Sally K. Ride, mission specialist. The crew member?s surnames are listed along the outside edge of the sphere. They are astronauts Robert L. Crippen, commander; Frederick H. Hauck, pilot; John M. Fabian, Sally K. Ride and Norman E. Thagard, mission specialists. The flight is scheduled for the first week of June 1983.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s83-30608/,https://images-assets.nasa.gov/image/S83-30608/S83-30608~large.jpg?w=1749&h=1919&fit=clip&crop=faces%2Cfocalpoint,STS-8 – INSIGNIAS,"S83-30608 (29 April 1983) --- The night launch of the space shuttle Challenger heading toward its third Earth-orbital mission is featured in the official insignia for STS-8. The eighth flight of the United States Space Transportation System (STS) is represented by eight stars of the constellation Aquila, ""The Eagle,"" astronauts Richard H. Truly, commander; Daniel C. Brandenstein, pilot; Dale A. Gardner, Guion S. Bluford, and William E. Thornton -- all mission specialists -- have their surnames on the border of the insignia.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s83-32900/,https://images-assets.nasa.gov/image/S83-32900/S83-32900~large.jpg?w=1535&h=1920&fit=clip&crop=faces%2Cfocalpoint,STS-9 Crew Logo/Insignia,"S83-32900 (25 May 1983) --- This is the official insignia for STS-9, the major payload of which is Spacelab-1, depicted in the cargo bay of the space shuttle Columbia. The nine stars and the path of the orbiter tell the flight's numerical designation in the Space Transportation System's mission sequence. Astronaut John W. Young is crew commander; Brewster H. Shaw Jr., pilot. NASA astronauts Owen K. Garriott and Robert A.R. Parker are mission specialists. Byron K. Lichtenberg of the Massachusetts Institute of Technology and Ulf Merbold of the Republic of West Germany are the Spacelab-1 payload specialists. Launch has been set for late 1983. Merbold is a physicist representing the European Space Agency (ESA).     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-8439940/,https://images-assets.nasa.gov/image/8439940/8439940~large.jpg?w=1920&h=1340&fit=clip&crop=faces%2Cfocalpoint,STS-41B mission patch,"The Space Shuttle Challenger, making its fourth space flight, highlights the 41B insignia. The reusable vehicle is flanked in the oval by an illustration of a Payload Assist Module-D  solid rocket motor (PAM-D) for assisted satellite deployment; an astronaut making the first non-tethered extravehicular activity (EVA); and eleven stars."
https://www.nasa.gov/image-detail/amf-s84-25522/,https://images-assets.nasa.gov/image/S84-25522/S84-25522~large.jpg?w=1581&h=1920&fit=clip&crop=faces%2Cfocalpoint,SPACE SHUTTLE MISSION 41C – OFFICIAL CREW INSIGNIA,"S84-25522 (15 Jan. 1984) --- The patch to be worn by the five members of NASA's STS-41C space mission tells the story of that flight. It features a helmet visor of an astronaut performing an extravehicular activity (EVA). In the visor are reflected the sun's rays, the space shuttle Challenger and its Remote Manipulator System (RMS) deploying the Long Duration Exposure Facility (LDEF), Earth and blue sky, and another astronaut working at the damaged Solar Maximum Satellite (SMS). The scene is encircled by the surnames of the crew members. They are astronauts Robert L. Crippen, commander; Francis R. (Dick) Scobee, pilot; and Terry J. Hart, James D. van Hoften and George D. Nelson, all mission specialists.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-8442984/,https://images-assets.nasa.gov/image/8442984/8442984~large.jpg?w=1920&h=1905&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The official mission insignia for the 41-D Space Shuttle flight features the Discovery - NASA's third orbital vehicle - as it makes its maiden voyage. The ghost ship represents the orbiter's namesakes which have figured prominently in the history of exploration. The Space Shuttle Discovery heads for new horizons to extend that proud tradition. Surnames for the crewmembers of NASA's eleventh Space Shuttle mission encircle the red, white, and blue scene."
https://www.nasa.gov/image-detail/amf-s84-36158/,https://images-assets.nasa.gov/image/S84-36158/S84-36158~large.jpg?w=1781&h=1919&fit=clip&crop=faces%2Cfocalpoint,PATCH – STS-41G CREW – INSIGNIA,"S84-36158 (June 1984) --- The STS-41G Challenger mission insignia focuses on its seven crew members (first to exceed six), the United States flag and the Unity symbol known as the astronaut pin. The pin design in center shows a trio of trajectories merging in infinite space, capped by a bright shining star and encircled by an elliptical wreath denoting orbital flight. Crew members for the (originally-scheduled 17th STS) mission include astronauts Robert L. Crippen and Jon A. McBride, commander and pilot, respectively, whose surnames flank those of the NASA mission specialists - astronauts Kathryn D. Sullivan, David C. Leestma and Sally K. Ride. Paul Scully-Power, a United States Navy oceanographer, and Marc Garneau, a Canadian, join the crew as payload specialists.  The artwork was done for NASA by Patrick Rawlings.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s84-40148/,https://images-assets.nasa.gov/image/S84-40148/S84-40148~large.jpg?w=1920&h=1460&fit=clip&crop=faces%2Cfocalpoint,STS-51A CREW INSIGNIA,"S84-40148 (8 Oct. 1984) --- The space shuttle Discovery en route to Earth orbit for NASA's 51-A mission is reminiscent of a soaring Eagle. The red and white trailing stripes and the blue background, along with the presence of the Eagle, generate memories of America's 208-year-old history and traditions. The two satellites orbiting Earth backgrounded amidst a celestial scene are a universal representation of the versatility of the space shuttle. White lettering against the blue border lists the surnames of the five-member crew--astronauts Frederick H. (Rick) Hauck, David M. Walker, Joseph P. Allen IV, Anna Lee Fisher and Dale A. Gardner. The artwork was done by artist Stephen R. Hustvedt.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-s84-42223/,https://images-assets.nasa.gov/image/S84-42223/S84-42223~large.jpg?w=1920&h=1844&fit=clip&crop=faces%2Cfocalpoint,STS-51C CREW INSIGNIA,"S84-42223 (10 Nov. 1984) --- The crew insignia for STS-51C includes the names of its five crew members are astronauts Thomas K. Mattingly, commander; Loren J. Shriver, pilot; Ellison L. Onizuka and James F. Buchli, mission specialists; and Gary E. Payton, payload specialist.     The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-8553652/,https://images-assets.nasa.gov/image/8553652/8553652~large.jpg?w=1920&h=1469&fit=clip&crop=faces%2Cfocalpoint,STS-51D Mission Insignia,The dominant features of the STS-51D emblem are an orbit formed by a Colonial American flag and a Space Shuttle. The flag in orbit signifies the U.S. flag to indicate that it comes from this country and the American people. The original 13- star flag is used to symbolize a continuity of technical achievement and progress since colonial times. The name Discovery preceding the flag represents the spirit of Discovery and exploration of new frontiers which have been a hallmark of American people even before they were formed together as a nation.
